timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-03-24T14:44:22,RAG_Centrale_Lyon,e496e70a-7f53-417b-b725-8c0615fcbe3a,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,111.36389680000138,2.934662164428765e-05,2.635200678815263e-07,7.6570020157,0.0,10.0,0.00022702368178337726,0.0,0.00029665842611090436,0.0005236821078942816,0.0,France,FRA,rhône-alpes,,,Windows-11-10.0.26200-SP0,3.13.0,3.2.5,16,12th Gen Intel(R) Core(TM) i7-1260P,0,,4.85,45.748,15.730949401855469,machine,5.122641509433962,0,83.35943396226415,13.113334151933778,N,1.0,0.0
